INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,INITIAL_ODOMETER,LOW_MILEAGE_USE,COMMUTE_DISCOUNT,EXCESSIVE_CLAIM_AMOUNT
5,1,40863.5,2016-03-05,3/12/16,1,1,41.82296894,-87.6773794,18570,1,9/14/15,9/13/16,2014,Hyundai,Tucson,36000,0,0,1
5,3,172735.5,2018-03-01,3/9/18,0,1,41.78000828,-87.62552251,1357,0,4/5/17,4/5/18,2010,Subaru,Forester,164544,0,0,0
3,1,245114,2018-08-10,8/23/18,1,2,41.96902816,-87.66929634,35280,1,10/21/17,10/21/18,2007,GMC,Yukon,242760,0,0,1
1,3,205697.1,2016-09-30,10/6/16,1,5,41.98254099,-87.74482204,1900,0,10/24/15,10/23/16,2007,Ford,Explorer,202932,0,0,0
1,3,110875.2,2017-07-20,8/3/17,1,1,41.86563763,-87.76927777,2910,0,4/11/16,4/11/17,2011,Dodge,Grand Caravan,110088,0,0,0
1,1,192414,2018-01-04,1/11/18,1,3,41.91824298,-87.74600897,35910,1,11/7/17,11/7/18,2009,Chrysler,Pacifica,190356,0,0,1
2,3,57027,2016-11-11,11/22/16,0,1,41.93192434,-87.71238139,1700,0,8/25/15,8/24/16,2014,Hyundai,Tucson,43368,0,0,0
5,3,75448,2018-03-04,3/8/18,0,2,41.96864141,-87.69872462,2470,0,2/4/17,2/4/18,2015,GMC,Sierra,61416,0,0,0
1,1,516268.3,2016-05-03,5/14/16,0,1,41.85279995,-87.62061156,18135.5,1,10/22/15,10/21/16,1994,Chrysler,300,508728,0,0,1
3,1,205173.6,2017-04-22,4/30/17,1,1,41.79174083,-87.69490488,29428.5,1,4/6/16,4/6/17,2007,Jeep,Compass,191808,0,0,1
3,3,258722.4,2018-09-04,9/17/18,0,1,41.67118511,-87.5441186,2630,0,6/2/17,6/2/18,2006,Jeep,Grand Cherokee,244044,0,0,0
3,3,135192.4,2017-10-06,10/7/17,0,1,41.88977126,-87.72607148,2170,0,4/10/16,4/10/17,2011,Acura,RDX,134676,0,0,0
3,1,120729.9,2016-07-25,7/27/16,1,5,42.019439,-87.69032202,20630,1,7/14/15,7/13/16,2010,Buick,Encore,113040,0,0,1
1,3,170919,2018-02-06,2/9/18,1,1,41.86949873,-87.65540209,2760,0,9/23/17,9/23/18,2009,Nissan,Rogue,169920,0,0,0
3,3,142063.3,2017-03-31,4/1/17,0,1,41.90625887,-87.72635348,1150,0,6/8/16,6/8/17,2011,Dodge,Grand Caravan,135792,0,0,0
1,4,78757.2,2018-12-29,1/5/19,1,1,41.96379928,-87.68890301,36350,1,3/4/17,3/4/18,2015,Chevrolet,Express,70260,0,0,1
5,1,123126.9,2016-11-27,12/10/16,1,1,41.69278956,-87.61638144,24850,1,1/23/15,1/23/16,2010,BMW,X5,113112,0,0,1
3,1,245069.5,2017-05-22,5/27/17,0,1,41.93809389,-87.81125323,19390,1,3/22/16,3/22/17,2006,Chrysler,300,231948,0,0,1
5,2,105805.5,2018-12-07,12/12/18,0,1,41.99349103,-87.68989167,2070,0,1/18/17,1/18/18,2013,Nissan,Titan,99864,0,0,0
5,1,256223.8,2016-04-21,5/3/16,1,1,41.87682693,-87.75040277,28382,1,1/2/15,1/2/16,2005,Toyota,Camry,250272,0,0,1
4,3,78202.4,2018-10-15,10/24/18,0,2,41.81270755,-87.59112788,2748.5,0,7/6/17,7/6/18,2015,Toyota,Camry,64260,0,0,0
3,1,451940.9,2018-05-21,5/30/18,1,2,41.78012807,-87.62786581,41280,1,4/2/17,4/2/18,1996,Toyota,Highlander,448416,0,0,1
3,3,364603.2,2018-06-04,6/10/18,0,3,41.79360383,-87.70484556,2800,0,2/14/17,2/14/18,2002,Subaru,Outback,353124,0,0,0
5,3,149988.1,2017-01-09,1/23/17,1,3,41.83384972,-87.68436318,1080,0,5/21/16,5/21/17,2010,Dodge,Charger,147168,0,0,0
2,3,229208.2,2016-07-31,8/12/16,0,1,42.01548182,-87.6766873,1520,0,9/8/15,9/7/16,1993,Chevrolet,Express,225354,1,0,0
3,3,249268.7,2016-01-05,1/13/16,0,3,41.96782599,-87.76762486,1070,0,10/23/15,10/22/16,2004,Honda,CR-V,241776,0,0,0
3,1,142028,2017-07-27,8/5/17,1,1,41.8588948,-87.6304005,19820,1,1/5/16,1/4/17,2011,Hyundai,Elantra,128520,0,0,1
1,1,56242.7,2016-07-15,7/28/16,0,6,41.81905247,-87.7241127,32040,1,8/26/15,8/25/16,2014,Dodge,Journey,41976,0,0,1
3,1,116572.6,2017-03-24,3/24/17,1,7,41.89561531,-87.70670533,20490,1,9/19/16,9/19/17,2011,Buick,Enclave,111384,0,0,1
4,3,173217.2,2016-03-24,3/28/16,0,1,41.7847235,-87.78655879,2410,0,8/13/15,8/12/16,1999,Dodge,Durango,162180,1,0,0
3,3,422412.8,2016-11-05,11/8/16,0,4,41.90389254,-87.68813376,1200,0,3/16/15,3/15/16,1996,Subaru,Legacy,420960,0,1,0
5,1,283041.9,2018-10-01,10/10/18,1,1,41.97620114,-87.90530913,33140,1,4/19/17,4/19/18,2003,Nissan,Maxima,280560,0,0,1
2,3,225917.6,2017-06-24,7/2/17,0,1,41.8440034,-87.73421761,1490,0,1/6/16,1/5/17,2007,Nissan,Rogue,220164,0,0,0
3,3,251077.9,2017-07-01,7/12/17,0,1,41.8904063,-87.64660643,3369.5,0,3/19/16,3/19/17,2006,Chevrolet,Silverado,248760,0,0,0
5,3,22236.2,2018-04-20,5/4/18,1,1,41.94533841,-87.80715477,1630,0,2/7/17,2/7/18,2016,GMC,Sierra,19320,1,0,0
3,3,289229.5,2017-02-14,2/15/17,0,1,41.83107789,-87.67544016,1590,0,10/13/16,10/13/17,2004,Nissan,Rogue,280440,0,0,0
2,1,115894.6,2016-04-01,4/7/16,0,1,41.90951624,-87.7632098,23420,1,11/17/15,11/16/16,2011,Nissan,Murano,112800,0,1,1
1,3,202348.5,2017-05-19,5/26/17,1,1,41.80896097,-87.74303668,1450,0,6/24/16,6/24/17,2007,Lexus,ES,198696,0,0,0
3,3,208598.9,2018-09-23,10/2/18,0,1,41.89872516,-87.66519104,2800,0,1/21/17,1/21/18,2009,Toyota,Corolla,201252,0,0,0
5,3,52659.3,2018-10-14,10/20/18,0,1,41.91001896,-87.75552573,2880,0,1/3/17,1/3/18,2016,Chevrolet,Express,45744,0,0,0
3,1,112418.5,2018-04-16,4/21/18,0,3,41.90011437,-87.62422759,35250,1,10/7/17,10/7/18,2013,Mercedes,GLE,109752,0,0,1
2,2,41946.1,2018-12-23,1/1/19,0,1,41.75754325,-87.57626057,1140,0,2/4/17,2/4/18,2016,GMC,Sierra,38700,0,0,0
5,3,129622.7,2018-08-19,8/31/18,0,1,41.9400969,-87.64454837,2280,0,2/14/17,2/14/18,2011,Dodge,Ram,126108,0,0,0
1,3,251883.7,2017-06-15,6/17/17,0,4,41.7863731,-87.70227705,2600,0,1/26/16,1/25/17,2004,Volkswagen,Tiguan,245736,0,0,0
5,3,76962.6,2016-03-09,3/9/16,0,1,41.81201703,-87.68467692,1710,0,10/5/15,10/4/16,2013,Subaru,Forester,71748,0,0,0
5,3,168733.2,2017-08-31,9/9/17,0,1,41.96550207,-87.65801362,1540,0,9/19/16,9/19/17,2010,Chevrolet,Impala,154704,0,0,0
1,1,306469.8,2017-04-17,4/26/17,1,1,41.83887233,-87.64615097,29200,1,11/24/16,11/24/17,2004,Ford,Mustang,293316,0,0,1
1,3,154746.8,2017-03-29,4/4/17,1,1,41.89104258,-87.62007804,1690,0,5/8/16,5/8/17,2010,Toyota,Corolla,148704,0,0,0
5,3,404573.3,2018-10-07,10/19/18,1,2,41.95244911,-87.84160694,2540,0,10/19/17,10/19/18,2001,Kia,Sorento,389868,0,0,0
5,1,167569.2,2017-10-21,11/4/17,1,6,41.90950515,-87.74695994,14460,1,11/21/16,11/21/17,2009,Honda,CR-V,155712,0,0,1
4,3,163193.3,2017-03-14,3/22/17,0,1,41.96124277,-87.71276103,2040,0,5/13/16,5/13/17,2009,Ford,Mustang,151320,0,0,0
3,1,274810.1,2016-02-29,3/3/16,1,2,41.92486304,-87.71225701,25140,1,4/4/15,4/3/16,2003,Acura,MDX,273936,0,0,1
5,1,53387.7,2016-09-19,9/28/16,1,1,42.00555248,-87.67509863,24621.5,1,8/8/15,8/7/16,2014,Chevrolet,Silverado,46896,0,0,1
2,1,153662.8,2018-10-31,11/9/18,0,3,42.01574718,-87.69979494,18580,1,2/2/17,2/2/18,2011,Chevrolet,Impala,145020,0,0,1
3,3,122795.6,2016-02-02,2/11/16,0,1,41.99488207,-87.71491593,1700,0,2/4/15,2/4/16,2010,Dodge,Ram,115416,0,0,0
5,1,166390.7,2016-09-13,9/14/16,1,7,41.7904158,-87.78188205,25576,1,11/12/15,11/11/16,2007,Chevrolet,Equinox,164052,0,0,1
5,1,304834.2,2017-01-19,1/26/17,1,1,41.74370583,-87.61451052,45540,1,9/14/16,9/14/17,2003,GMC,Acadia,294420,0,0,1
1,3,289732.8,2017-03-24,3/24/17,0,1,41.90153409,-87.75561055,1400,0,3/8/16,3/8/17,2003,Ford,F-150,286188,0,0,0
5,1,169986.6,2017-05-13,5/20/17,0,1,41.85492101,-87.66782616,32407,1,3/20/16,3/20/17,2010,Jeep,Renegade,156624,0,0,1
1,1,97838.7,2017-01-13,1/21/17,0,6,41.92937566,-87.77605228,1950,1,11/10/16,11/10/17,2012,Chevrolet,Equinox,92520,0,0,0
2,3,130722.6,2018-06-13,6/25/18,0,1,41.88204879,-87.63473674,1060,0,9/21/17,9/21/18,2012,Chevrolet,Silverado,119604,0,0,0
1,3,78368.1,2018-10-02,10/16/18,0,4,41.87694972,-87.72779728,2967,0,8/27/17,8/27/18,2015,Chevrolet,Silverado,68988,0,0,0
3,3,82391.9,2017-09-03,9/10/17,0,1,41.80829584,-87.68644181,2260,0,3/24/16,3/24/17,2010,Ford,Explorer,78324,1,0,0
1,3,145270.4,2017-07-17,7/29/17,0,1,41.80725439,-87.58667436,1472,0,8/1/16,8/1/17,2010,Dodge,Grand Caravan,138912,0,0,0
3,3,145478.3,2016-08-27,9/2/16,0,1,41.79481045,-87.66839755,1207.5,0,3/26/15,3/25/16,2009,Chevrolet,Silverado,131292,0,0,0
5,3,284028.3,2018-09-22,10/1/18,0,2,41.90241961,-87.7252187,3151,0,7/12/17,7/12/18,2005,Hyundai,Santa Fe,270072,0,0,0
5,3,237645.1,2017-05-30,6/5/17,0,1,41.89757622,-87.6173485,1560,0,5/26/16,5/26/17,2006,Hyundai,Elantra,223404,0,0,0
5,3,318041.5,2017-04-07,4/21/17,0,1,41.90353529,-87.66698845,1150,0,4/22/16,4/22/17,2000,Honda,Odyssey,306816,0,1,0
3,3,219581.2,2017-03-17,3/18/17,1,1,41.77513858,-87.58475257,2656.5,0,4/14/16,4/14/17,2007,Jeep,Grand Cherokee,209400,0,0,0
4,3,588158.9,2018-08-01,8/9/18,0,1,41.99786101,-87.68860509,1160,0,6/8/17,6/8/18,1991,Chrysler,Pacifica,577044,0,0,0
1,1,220827.8,2016-09-12,9/12/16,1,1,41.72244946,-87.58500357,20550,1,3/9/15,3/8/16,2007,Ford,F-150,206172,0,0,1
4,3,146983.7,2018-09-29,10/2/18,0,2,41.83762234,-87.66588718,2620,0,7/21/17,7/21/18,2011,Chevrolet,Suburban,142908,0,0,0
4,3,149332,2017-07-02,7/11/17,0,1,41.81068946,-87.71109492,2460,0,4/3/16,4/3/17,2010,Chevrolet,Impala,135576,0,0,0
5,3,62842.7,2018-09-23,9/23/18,0,2,41.9221208,-87.63024326,1180,0,6/22/17,6/22/18,2015,Toyota,Highlander,59772,0,0,0
5,3,214021.1,2016-11-11,11/18/16,0,1,41.75335698,-87.70264255,2080,0,6/9/15,6/8/16,2005,Toyota,4Runner,213048,0,0,0
1,1,172955.9,2016-01-11,1/18/16,1,1,41.86625418,-87.66652414,13820,1,6/2/15,6/1/16,2007,Honda,HR-V,166968,0,0,1
1,1,293880.1,2018-06-11,6/23/18,1,1,41.85888297,-87.69336323,29600,1,8/24/17,8/24/18,2003,Nissan,Sentra,279624,0,0,1
3,3,118784.9,2017-03-08,3/18/17,0,2,41.91126134,-87.67905509,1000,0,4/25/16,4/25/17,2012,BMW,3 series,113652,0,0,0
4,1,227731,2017-07-12,7/20/17,1,1,41.85783537,-87.66628693,37200,1,8/20/16,8/20/17,2007,GMC,Terrain,226572,0,0,1
5,1,157867.5,2018-10-14,10/22/18,0,3,41.9689021,-87.66053231,23980,1,10/3/17,10/3/18,2010,Chevrolet,Cruze,154272,0,0,1
3,3,454638.7,2016-05-25,6/1/16,0,4,41.70818206,-87.56653528,1587,0,9/9/15,9/8/16,1997,Ford,Transit,447792,0,0,0
5,1,237136.2,2017-09-25,9/28/17,0,5,41.82368535,-87.6217466,2530,1,9/22/16,9/22/17,2005,Hyundai,Sonata,228528,0,0,0
1,1,325206.2,2018-01-10,1/15/18,1,1,41.75466012,-87.74138476,28050,1,11/23/17,11/23/18,2004,Toyota,Corolla,316260,0,0,1
2,3,112831.5,2018-08-28,8/30/18,0,1,41.74619502,-87.55130797,1350,0,3/10/17,3/10/18,2006,Nissan,Titan,109554,1,1,0
3,1,137111.1,2018-01-21,1/29/18,0,2,41.88675171,-87.67124749,13710,1,8/2/17,8/2/18,2012,Nissan,Rogue,124020,0,0,1
3,1,172496.5,2017-03-05,3/6/17,1,1,41.76529142,-87.60454374,32960,1,7/18/16,7/18/17,2008,Chevrolet,Suburban,166176,0,1,1
1,3,253215.2,2017-10-18,11/1/17,0,1,41.67506735,-87.63835457,2120,0,10/4/16,10/4/17,2005,Ford,Escape,244788,0,0,0
3,3,342907.1,2017-05-22,6/2/17,0,1,41.92527506,-87.66712416,1430,0,2/10/16,2/9/17,2002,Nissan,Rogue,334860,0,1,0
5,3,120261.6,2016-02-06,2/10/16,0,1,41.97609858,-87.71097626,1253.5,0,3/14/15,3/13/16,2010,Dodge,Ram,114192,0,0,0
3,1,53558.5,2018-04-03,4/17/18,0,5,41.95765315,-87.70583749,2730,1,5/16/17,5/16/18,2016,Chevrolet,Malibu,42552,0,1,0
5,3,156352.7,2017-11-14,11/24/17,1,1,41.77525733,-87.64060339,2250,0,8/9/16,8/9/17,2009,Chevrolet,Express,150144,0,0,0
1,3,63924,2018-03-11,3/15/18,0,1,41.99735527,-87.76561391,2070,0,5/24/17,5/24/18,2015,Toyota,Prius,63348,0,0,0
4,1,105133.8,2018-08-24,9/3/18,1,1,41.9460159,-87.7644415,33210,1,9/22/17,9/22/18,2013,Kia,Soul,95880,0,1,1
3,3,299557.9,2017-06-13,6/25/17,1,1,41.86712525,-87.64706481,2440,0,10/25/16,10/25/17,2004,Honda,Accord,295884,0,0,0
3,1,77438.7,2016-11-29,12/1/16,1,1,41.87698379,-87.74282373,44666,1,7/12/15,7/11/16,2013,Volkswagen,Jetta,70416,0,0,1
1,3,219285.9,2016-08-14,8/21/16,0,1,42.00259638,-87.66093221,2320,0,7/21/15,7/20/16,2007,Hyundai,Santa Fe,213624,0,0,0
1,1,192320.1,2016-08-22,9/3/16,1,1,41.7786395,-87.72261309,39307,1,8/21/15,8/20/16,2006,Chevrolet,Tahoe,187680,0,1,1
2,3,273023.9,2017-01-24,2/4/17,0,1,41.77073781,-87.72270698,1720,0,4/21/16,4/21/17,2003,Toyota,Camry,267060,0,0,0
2,3,178004.2,2016-07-05,7/9/16,1,1,41.76824358,-87.6198559,1050,0,1/10/15,1/10/16,2007,Ford,F-150,164268,0,0,0
